City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
288,Barra Do Garcas,BR,5/13/2020 19:43,-15.89,-52.26,86,51,40,3.36
289,Mandurah,AU,5/13/2020 19:43,-32.55,115.7,51.8,81,0,5.28
290,Santo Domingo,DO,5/13/2020 19:43,18.5,-69.99,87.01,86,11,10.83
291,Bayir,TR,5/13/2020 19:43,37.27,28.22,64.4,82,0,4.14
292,Aborlan,PH,5/13/2020 19:43,9.44,118.55,80.49,81,8,2.44
293,Demir Kapija,MK,5/13/2020 19:43,41.41,22.25,64.06,74,1,7.02
294,Luang Prabang,LA,5/13/2020 19:43,19.89,102.13,72.1,88,82,0.96
295,Port Lincoln,AU,5/13/2020 19:43,-34.73,135.87,54.25,63,98,4.07
296,Panguna,PG,5/13/2020 19:43,-6.32,155.48,69.35,97,87,1.66
297,Vadso,NO,5/13/2020 19:43,70.07,29.75,37.4,74,100,11.41
298,Sabha,LY,5/13/2020 19:43,27.04,14.43,83.08,12,0,4.45
299,Miechow,PL,5/13/2020 19:43,50.36,20.03,50,76,75,4.7
300,Dhidhdhoo,MV,5/13/2020 19:43,6.88,73.1,85.73,72,100,5.57
301,Livingstonia,MW,5/13/2020 19:43,-10.61,34.11,63.72,80,18,2.46
302,Uribia,CO,5/13/2020 19:43,11.71,-72.27,94.82,41,33,17.72
303,Kavaratti,IN,5/13/2020 19:43,10.57,72.64,85.87,73,97,8.61
304,Pio Xii,BR,5/13/2020 19:43,-3.83,-45.15,85.17,77,3,2.71
305,Manokwari,ID,5/13/2020 19:43,-0.87,134.08,80.4,73,37,6.13
306,Rocha,UY,5/13/2020 19:43,-34.48,-54.33,57.65,72,0,8.59
307,Jiquilisco,SV,5/13/2020 19:43,13.32,-88.58,86,74,75,8.05
308,La Libertad,EC,5/13/2020 19:43,-2.23,-80.9,82.4,69,77,10.29
309,Pangnirtung,CA,5/13/2020 19:43,66.15,-65.71,30.2,80,75,8.05
310,Sao Filipe,CV,5/13/2020 19:43,14.9,-24.5,73.15,74,1,16.75
311,Diego De Almagro,CL,5/13/2020 19:43,-26.37,-70.05,75.56,19,0,11.03
312,Prince Rupert,CA,5/13/2020 19:43,54.32,-130.32,55.4,76,1,3.36
313,Padang,ID,5/13/2020 19:43,-0.95,100.35,79.81,80,9,2.44
314,Saint Austell,GB,5/13/2020 19:43,50.34,-4.77,55,50,53,13.87
315,Gotsu,JP,5/13/2020 19:43,35,132.22,56.93,49,0,6.26
316,Acarau,BR,5/13/2020 19:43,-2.89,-40.12,81.54,84,76,9.91
317,Hami,CN,5/13/2020 19:43,42.8,93.45,69.75,22,100,6.33
318,Batagay-Alyta,RU,5/13/2020 19:43,67.8,130.41,25.11,97,52,1.72
319,Vardo,NO,5/13/2020 19:43,70.37,31.11,35.6,74,100,11.41
320,Zhanaozen,KZ,5/13/2020 19:43,43.3,52.8,58.59,65,95,5.26
321,Chumikan,RU,5/13/2020 19:43,54.72,135.31,34.68,96,100,2.39
322,Gavle,SE,5/13/2020 19:43,60.67,17.14,37,62,84,1.01
323,Lakes Entrance,AU,5/13/2020 19:43,-37.88,147.98,39.99,96,1,7.11
324,Chadan,RU,5/13/2020 19:43,51.28,91.58,57.11,37,97,3.36
325,Qaanaaq,GL,5/13/2020 19:42,77.48,-69.36,39,72,0,2.21
326,Benguela,AO,5/13/2020 19:43,-12.58,13.41,77.02,80,0,0.85
327,Lasa,IT,5/13/2020 19:43,46.62,10.7,51.01,93,75,6.93
328,Kashin,RU,5/13/2020 19:43,57.36,37.61,38.97,78,0,7.7
329,Asau,RO,5/13/2020 19:43,46.43,26.4,52,77,10,5.21
330,Gisborne,NZ,5/13/2020 19:38,-38.65,178,46.99,99,99,1.99
331,Nynashamn,SE,5/13/2020 19:43,58.9,17.95,43,52,30,5.59
332,Bambanglipuro,ID,5/13/2020 19:43,-7.95,110.28,78.08,84,98,11.43
333,Champerico,GT,5/13/2020 19:43,14.3,-91.92,89.6,66,40,6.93
334,Bhuj,IN,5/13/2020 19:43,23.27,69.67,77.99,86,0,11.07
335,Wajima,JP,5/13/2020 19:43,37.4,136.9,57.09,80,0,14.65
336,Aldan,RU,5/13/2020 19:43,58.6,125.39,32.54,94,100,4.97
337,Victor Harbor,AU,5/13/2020 19:43,-35.57,138.62,51.01,81,95,1.1
338,Hambantota,LK,5/13/2020 19:43,6.12,81.12,78.8,100,75,3.36
339,Nazilli,TR,5/13/2020 19:43,37.92,28.32,71.62,44,0,3
340,Turukhansk,RU,5/13/2020 19:43,65.82,87.98,32.25,93,0,5.53
341,Bambui,BR,5/13/2020 19:43,-20.01,-45.98,73.18,67,83,4.59
342,Moerai,PF,5/13/2020 19:43,-22.43,-151.33,79.2,79,3,3.85
343,Chipinge,ZW,5/13/2020 19:43,-20.19,32.62,59.54,44,0,3.56
344,Narsaq,GL,5/13/2020 19:39,60.92,-46.05,53.6,54,75,8.05
345,Tambacounda,SN,5/13/2020 19:43,13.75,-13.76,107.6,18,6,4.7
346,Silver City,US,5/13/2020 19:43,32.77,-108.28,77,14,1,13.87
347,Perth,AU,5/13/2020 19:43,-31.93,115.83,59,54,0,5.82
348,Itarema,BR,5/13/2020 19:43,-2.92,-39.92,81.32,84,31,9.01
349,Mwinilunga,ZM,5/13/2020 19:43,-11.74,24.43,61.03,63,29,2.98
350,Lexington,US,5/13/2020 19:43,37.99,-84.48,52,87,90,12.75
351,Koutiala,ML,5/13/2020 19:43,12.39,-5.46,98.89,24,90,6.98
352,Mount Gambier,AU,5/13/2020 19:43,-37.83,140.77,46.4,87,90,2.24
353,Ontario,US,5/13/2020 19:41,34.06,-117.65,71.6,45,75,8.05
354,Ambovombe,MG,5/13/2020 19:43,-25.17,46.08,68.38,81,1,8.63
355,Touros,BR,5/13/2020 19:43,-5.2,-35.46,84.2,66,40,11.41
356,Sorland,NO,5/13/2020 19:43,67.67,12.69,33.8,86,40,8.05
357,Necochea,AR,5/13/2020 19:43,-38.55,-58.74,53.01,65,95,10
358,Auki,SB,5/13/2020 19:43,-8.77,160.7,79.05,86,92,4.32
359,Flin Flon,CA,5/13/2020 19:43,54.77,-101.86,55.4,24,40,6.93
360,Port Macquarie,AU,5/13/2020 19:43,-31.43,152.92,50,95,31,8.59
361,Chapais,CA,5/13/2020 19:43,49.78,-74.85,42.8,24,1,13.87
362,Sept-Iles,CA,5/13/2020 19:42,50.2,-66.38,60.8,31,40,24.16
363,Belmonte,BR,5/13/2020 19:43,-15.86,-38.88,78.8,74,40,4.7
364,Praia,CV,5/13/2020 19:43,14.92,-23.51,75.2,64,75,21.92
365,Honiara,SB,5/13/2020 19:43,-9.43,159.95,75.2,100,40,3.36
366,Port Hedland,AU,5/13/2020 19:39,-20.32,118.57,62.6,29,0,10.29
367,Namibe,AO,5/13/2020 19:43,-15.2,12.15,77.65,50,1,12.37
368,Sol-Iletsk,RU,5/13/2020 19:43,51.16,54.99,55.11,79,0,5.82
369,Tingo Maria,PE,5/13/2020 19:43,-9.29,-76.01,82.4,69,75,5.82
370,Imeni Poliny Osipenko,RU,5/13/2020 19:43,52.42,136.49,39.88,90,100,9.71
371,Lazi,UA,5/13/2020 19:43,48.07,24.23,51.89,83,100,1.99
372,Saint-Georges,GD,5/13/2020 19:43,12.06,-61.75,86,66,75,20.8
373,Meulaboh,ID,5/13/2020 19:43,4.14,96.13,77.63,86,84,4.23
374,Matagami,CA,5/13/2020 19:43,49.75,-77.63,50,21,1,8.05
375,Marsh Harbour,BS,5/13/2020 19:43,26.54,-77.06,73.99,74,55,25.14
376,San Patricio,MX,5/13/2020 19:43,19.22,-104.7,80.6,69,5,11.41
377,Uglekamensk,RU,5/13/2020 19:43,43.22,133.23,39.06,79,0,1.63
378,Dingle,PH,5/13/2020 19:43,11,122.67,79.11,85,54,3.94
379,Sobolevo,RU,5/13/2020 19:43,54.43,31.9,41.65,87,99,7.83
380,Moron,AR,5/13/2020 19:43,-34.65,-58.62,68,38,0,3
381,Pombas,CV,5/13/2020 19:43,17.15,-25.02,75.2,64,20,35.57
382,Yagoua,CM,5/13/2020 19:43,10.34,15.23,89.87,41,0,1.99
383,Lorengau,PG,5/13/2020 19:43,-2.02,147.27,81.68,79,88,5.41
384,Santa Maria,BR,5/13/2020 19:43,-29.68,-53.81,64.4,100,90,4.7
385,Ngunguru,NZ,5/13/2020 19:43,-35.62,174.5,53.01,3,94,3
386,Sangar,RU,5/13/2020 19:43,63.92,127.47,36.09,97,100,4.74
387,Coihaique,CL,5/13/2020 19:43,-45.58,-72.07,48.2,61,40,6.2
388,Izsak,HU,5/13/2020 19:43,46.8,19.35,61,62,90,11.41
389,Tabou,CI,5/13/2020 19:43,4.42,-7.35,81.37,81,98,4.47
390,Hobyo,SO,5/13/2020 19:43,5.35,48.53,84.07,79,63,26.33
391,Batemans Bay,AU,5/13/2020 19:43,-35.72,150.18,44.01,92,35,6.55
392,Wattegama,LK,5/13/2020 19:43,6.8,81.48,78.8,100,75,3.36
393,Harper,LR,5/13/2020 19:43,4.38,-7.72,81.14,81,94,4.68
394,Cherskiy,RU,5/13/2020 19:43,68.75,161.3,35.85,84,66,3.31
395,Eyemouth,GB,5/13/2020 19:43,55.87,-2.09,43,30,5,4.74
396,Floro,NO,5/13/2020 19:43,61.6,5.03,39.2,60,40,11.41
397,Anadyr,RU,5/13/2020 19:43,64.75,177.48,33.8,86,75,2.24
398,Basco,PH,5/13/2020 19:43,20.45,121.97,81.86,83,33,11.65
399,Tromso,NO,5/13/2020 19:42,69.65,18.96,37.4,59,20,23.04
400,Esmeralda,CU,5/13/2020 19:43,21.85,-78.12,84.2,74,100,14.99
401,Ayan,RU,5/13/2020 19:43,56.45,138.17,33.17,98,100,16.22
402,Vanavara,RU,5/13/2020 19:43,60.34,102.28,29.34,91,9,5.01
403,Bubaque,GW,5/13/2020 19:38,11.28,-15.83,79.05,77,0,16.78
404,Haines Junction,CA,5/13/2020 19:43,60.75,-137.51,63.54,43,86,5.03
405,Maragogi,BR,5/13/2020 19:43,-9.01,-35.22,79.48,82,10,8.1
406,Gat,IL,5/13/2020 19:40,31.61,34.76,77,24,99,7.4
407,Jerez,GT,5/13/2020 19:43,14.1,-89.75,82.6,65,81,6.64
408,Magdalena,PH,5/13/2020 19:43,14.2,121.43,84.2,74,20,4.7
409,Cherdakly,RU,5/13/2020 19:43,54.36,48.84,44.6,93,75,6.71
410,Avera,US,5/13/2020 19:43,33.19,-82.53,80.6,39,40,8.05
411,Bonavista,CA,5/13/2020 19:43,48.65,-53.11,38.25,77,100,22.86
412,Riachao Do Jacuipe,BR,5/13/2020 19:43,-11.81,-39.39,78.13,75,7,10.13
413,Nanakuli,US,5/13/2020 19:43,21.39,-158.15,80.6,61,1,5.82
414,Ixtapa,MX,5/13/2020 19:43,20.7,-105.2,82.4,65,20,11.41
415,Dolores,AR,5/13/2020 19:42,-36.31,-57.68,55.9,73,14,12.68
416,Fowa,NG,5/13/2020 19:43,8.92,6.4,85.12,63,90,7.85
417,Nantucket,US,5/13/2020 19:41,41.28,-70.1,53.6,40,1,27.51
418,Chilakalurupet,IN,5/13/2020 19:43,16.08,80.17,82.51,88,56,6.15
419,Pathein,MM,5/13/2020 19:39,16.78,94.73,81.95,74,93,4.9
420,Central Point,US,5/13/2020 19:40,42.38,-122.92,55,71,90,4.7
421,Rosita,NI,5/13/2020 19:43,13.93,-84.4,86.5,66,93,5.39
422,Ballina,AU,5/13/2020 19:43,-28.87,153.57,57.99,93,60,3.36
423,Antofagasta,CL,5/13/2020 19:41,-23.65,-70.4,62.6,72,40,16.11
424,Mujiayingzi,CN,5/13/2020 19:43,42.12,118.78,64.85,38,100,14.56
425,Portland,US,5/13/2020 19:43,45.52,-122.68,61,54,90,14.99
426,Berezovyy,RU,5/13/2020 19:43,51.67,135.7,42.39,85,100,2.04
427,Albury,AU,5/13/2020 19:43,-36.08,146.92,41,100,0,3.67
428,Kimbe,PG,5/13/2020 19:43,-5.55,150.14,75.81,88,4,4.52
429,Novoagansk,RU,5/13/2020 19:43,61.94,76.66,51.94,68,32,11.65
430,Lubao,PH,5/13/2020 19:43,14.92,120.55,80.6,78,40,4.7
431,Dalen,NL,5/13/2020 19:43,52.7,6.76,46,62,0,1.99
432,Bendigo,AU,5/13/2020 19:43,-36.77,144.28,39.99,91,0,5.5
433,Buduslau,RO,5/13/2020 19:43,47.4,22.27,61,72,100,3.36
434,Severnoye,RU,5/13/2020 19:43,56.35,78.36,64.63,70,11,5.39
435,Palana,RU,5/13/2020 19:43,59.12,159.97,31.57,97,0,2.06
436,Monroe,US,5/13/2020 19:43,43.15,-77.68,55,27,20,6.93
437,Fujinomiya,JP,5/13/2020 19:43,35.22,138.62,62.01,52,19,4
438,Forbes,AU,5/13/2020 19:43,-33.38,148.02,39.99,88,0,4.23
439,Bramsche,DE,5/13/2020 19:43,52.4,7.98,46.99,69,18,3
440,Revda,RU,5/13/2020 19:43,56.8,59.93,42.8,93,0,4.52
441,Sosnovo-Ozerskoye,RU,5/13/2020 19:43,52.52,111.54,27.05,83,5,8.99
442,Concarneau,FR,5/13/2020 19:43,47.88,-3.92,53.6,62,78,17.22
443,Heishan,CN,5/13/2020 19:43,41.69,122.11,62.1,61,100,18.54
444,Aswan,EG,5/13/2020 19:41,24.09,32.91,92.17,11,93,10.42
445,Dwarka,IN,5/13/2020 19:43,22.24,68.97,81.19,86,0,10.45
446,Margate,GB,5/13/2020 19:43,51.38,1.39,46.99,66,11,22.91
447,Channel-Port Aux Basques,CA,5/13/2020 19:43,47.57,-59.14,31.62,94,85,23.8
448,Tura,IN,5/13/2020 19:43,25.52,90.22,78.21,58,84,7.67
449,Clonakilty,IE,5/13/2020 19:43,51.62,-8.87,48.2,66,75,11.41
450,Murmashi,RU,5/13/2020 19:43,68.82,32.81,35.6,64,100,2.24
451,Kolokani,ML,5/13/2020 19:43,13.57,-8.03,93.78,30,51,6.53
452,Macau,MO,5/13/2020 19:43,22.2,113.55,78.8,88,40,16.11
453,Cairns,AU,5/13/2020 19:40,-16.92,145.77,73.4,78,90,8.05
454,Thunder Bay,CA,5/13/2020 19:38,48.4,-89.32,57.2,17,90,19.46
455,Zhezkazgan,KZ,5/13/2020 19:39,47.8,67.71,65.16,79,100,11.81
456,Babu,CN,5/13/2020 19:43,24.42,111.52,74.66,89,100,4.68
457,Puerto Escondido,MX,5/13/2020 19:43,15.85,-97.07,87.8,74,20,9.17
458,Abu Samrah,SY,5/13/2020 19:43,35.3,37.18,74.89,28,0,5.23
459,Shimoda,JP,5/13/2020 19:43,34.67,138.95,62.01,52,0,4
460,Khilok,RU,5/13/2020 19:43,51.37,110.47,30.25,87,34,6.11
461,Carutapera,BR,5/13/2020 19:43,-1.2,-46.02,82.42,79,100,6.26
462,Cockburn Town,TC,5/13/2020 19:43,21.46,-71.14,80.2,79,17,14.43
463,Kota Bahru,MY,5/13/2020 19:43,6.13,102.24,82.4,88,20,3.36
464,Balakhninskiy,RU,5/13/2020 19:43,58.01,114.28,28.42,89,98,3.78
465,Along,IN,5/13/2020 19:43,28.17,94.77,64.53,83,93,0.83
466,Darnah,LY,5/13/2020 19:40,32.77,22.64,70.65,53,8,5.55
467,Bereda,ES,5/13/2020 19:43,43.27,-7.54,57,96,100,8.99
468,Humaita,BR,5/13/2020 19:43,-7.51,-63.02,85.01,80,100,1.59
469,Ilovka,RU,5/13/2020 19:43,50.71,38.64,42.22,76,0,5.57
470,Beringovskiy,RU,5/13/2020 19:43,63.05,179.32,31.6,95,66,17.81
471,Pangai,TO,5/13/2020 19:43,-19.8,-174.35,78.8,88,75,6.93
472,Makokou,GA,5/13/2020 19:43,0.57,12.86,72.54,94,100,1.99
473,Reconquista,AR,5/13/2020 19:43,-29.15,-59.65,68.99,46,3,10.13
474,Ayr,GB,5/13/2020 19:43,55.46,-4.63,48.2,49,20,9.17
475,Miri,MY,5/13/2020 19:43,4.41,114.01,77,100,75,2.24
476,High Level,CA,5/13/2020 19:43,58.52,-117.14,41,60,90,12.75
477,San-Pedro,CI,5/13/2020 19:43,4.75,-6.64,81.14,82,98,4.79
478,Kurya,RU,5/13/2020 19:43,51.6,82.29,62.01,49,0,0.67
479,Road Town,VG,5/13/2020 19:43,18.42,-64.62,87.8,62,20,9.17
480,Luwuk,ID,5/13/2020 19:43,-0.95,122.79,78.69,77,38,2.68
481,Verkhnevilyuysk,RU,5/13/2020 19:43,63.45,120.32,27.81,98,90,2.82
482,Kahului,US,5/13/2020 19:43,20.89,-156.47,82.4,58,20,13.87
483,Nikolayevka,RU,5/13/2020 19:43,53.13,47.2,39.81,79,0,9.62
484,Dalby,AU,5/13/2020 19:43,-27.18,151.27,53.01,84,42,2.91
485,Evensk,RU,5/13/2020 19:43,61.95,159.23,31.8,95,1,3.29
486,Mongo,TD,5/13/2020 19:43,12.18,18.69,89.38,23,0,3.42
487,Buta,CD,5/13/2020 19:43,2.79,24.73,72.59,94,25,1.59
488,Namatanai,PG,5/13/2020 19:43,-3.67,152.43,80.46,83,99,9.06
489,Sakakah,SA,5/13/2020 19:43,29.97,40.21,80.6,12,28,3.36
490,San Policarpo,PH,5/13/2020 19:43,12.18,125.51,81.12,85,100,12.03
491,Yar-Sale,RU,5/13/2020 19:43,66.83,70.83,36.41,91,42,16.04
492,Alyangula,AU,5/13/2020 19:43,-13.85,136.42,73.4,94,45,12.59
493,Krasnoselkup,RU,5/13/2020 19:43,65.7,82.47,33.93,92,0,9.04
494,Temir,KZ,5/13/2020 19:43,49.14,57.13,53.08,64,0,1.7
495,Xam Nua,LA,5/13/2020 19:43,20.42,104.04,65.17,91,89,2.1
496,Ust-Tsilma,RU,5/13/2020 19:43,65.44,52.15,56.25,77,59,12.35
497,Tooele,US,5/13/2020 19:43,40.53,-112.3,59,47,40,9.17
498,Ohara,JP,5/13/2020 19:43,35.25,140.38,64.4,76,40,2.24
499,Tual,ID,5/13/2020 19:43,-5.67,132.75,83.75,77,99,16.73
500,Pierre,US,5/13/2020 19:43,44.37,-100.35,57.99,71,90,13.87
501,Rafai,CF,5/13/2020 19:43,4.95,23.92,71.98,92,49,2.21
502,Abha,SA,5/13/2020 19:43,18.22,42.51,75.2,43,25,4.7
503,Cap-Aux-Meules,CA,5/13/2020 19:43,47.38,-61.86,41,65,20,21.92
504,Cidreira,BR,5/13/2020 19:43,-30.18,-50.21,64.87,87,100,16.24
505,Kutum,SD,5/13/2020 19:39,14.2,24.67,83.1,15,96,6.4
506,Nisia Floresta,BR,5/13/2020 19:43,-6.09,-35.21,84.2,66,40,11.41
507,Makat,KZ,5/13/2020 19:43,47.65,53.35,63.54,64,96,6.49
508,Campbell River,CA,5/13/2020 19:43,50.02,-125.24,62.6,63,75,14.99
509,Hofn,IS,5/13/2020 19:39,64.25,-15.21,44.6,75,75,6.93
510,Hauterive,FR,5/13/2020 19:43,46.09,3.45,53.6,93,90,6.93
511,Nara,JP,5/13/2020 19:40,34.69,135.8,55.99,35,0,1.34
512,Baza,ES,5/13/2020 19:43,37.49,-2.77,62.01,51,66,5.01
513,Druzhba,UA,5/13/2020 19:43,52.04,33.95,41.81,77,76,8.79
514,Bolgatanga,GH,5/13/2020 19:43,10.79,-0.85,98.35,29,97,4.97
515,Havelock,US,5/13/2020 19:40,34.88,-76.9,72,30,90,5.82
516,Ocu,JP,5/13/2020 19:40,35,135.87,55.99,83,0,0.51
517,Saint-Marc,HT,5/13/2020 19:40,19.11,-72.69,84.72,63,19,9.98
518,Huarmey,PE,5/13/2020 19:43,-10.07,-78.15,73.6,68,45,12.33
519,Qasigiannguit,GL,5/13/2020 19:43,68.82,-51.19,41,75,75,4.7
520,Bambous Virieux,MU,5/13/2020 19:43,-20.34,57.76,73.4,69,40,6.93
521,Atikokan,CA,5/13/2020 19:43,48.76,-91.62,51.48,56,100,11.92
522,Novobirilyussy,RU,5/13/2020 19:43,56.95,90.67,48.07,88,84,7.07
523,Murray Bridge,AU,5/13/2020 19:43,-35.12,139.27,48.99,92,0,0.38
524,Ambon,ID,5/13/2020 19:43,-3.7,128.18,81.36,81,69,5.03
525,Nanning,CN,5/13/2020 19:43,22.82,108.32,78.8,83,100,2.24
526,Waremme,BE,5/13/2020 19:43,50.7,5.26,50,53,40,5.82
527,Qeshm,IR,5/13/2020 19:39,26.96,56.27,80.6,74,0,9.17
528,Shelburne,CA,5/13/2020 19:43,44.08,-80.2,55.99,30,1,6.93
529,Cururupu,BR,5/13/2020 19:43,-1.83,-44.87,82.42,76,100,4.9
530,Fairbanks,US,5/13/2020 19:43,64.84,-147.72,55.4,35,1,12.75
531,Tessalit,ML,5/13/2020 19:43,20.2,1.01,89.49,26,33,2.73
532,Biltine,TD,5/13/2020 19:43,14.53,20.92,86.4,17,7,5.95
533,Grafton,US,5/13/2020 19:43,42.21,-71.69,60.01,27,1,20.8
534,Karpathos,GR,5/13/2020 19:43,35.51,27.21,64.4,93,40,11.41
535,Ust-Maya,RU,5/13/2020 19:43,60.42,134.53,38.28,81,66,11.07
536,Peniche,PT,5/13/2020 19:43,39.36,-9.38,57.99,86,100,4
537,Caxito,AO,5/13/2020 19:43,-8.58,13.66,75.25,93,0,1.81
538,Morro Bay,US,5/13/2020 19:41,35.37,-120.85,72,75,0,13
539,Old Saybrook,US,5/13/2020 19:43,41.29,-72.38,60.01,18,1,12.75
540,Muroto,JP,5/13/2020 19:43,33.28,134.15,64.85,61,2,5.32
541,Jaumave,MX,5/13/2020 19:43,23.42,-99.38,95,34,20,10.29
542,Ancud,CL,5/13/2020 19:43,-41.87,-73.82,54,87,90,9.17
543,Chabahar,IR,5/13/2020 19:43,25.29,60.64,82.4,68,0,0.81
544,Muhos,FI,5/13/2020 19:43,64.81,25.99,41,52,0,6.93
545,Popondetta,PG,5/13/2020 19:39,-8.75,148.25,74.23,91,83,2.15
546,Raudeberg,NO,5/13/2020 19:43,61.99,5.14,36,83,99,9.84
547,Mitsamiouli,KM,5/13/2020 19:43,-11.38,43.28,81.21,78,90,8.77
548,Santiago Del Estero,AR,5/13/2020 19:43,-27.8,-64.26,74.84,30,52,8.93
549,Qinhuangdao,CN,5/13/2020 19:43,39.93,119.59,66.65,46,100,10.31
550,Praia Da Vitoria,PT,5/13/2020 19:43,38.73,-27.07,59,58,40,21.23
551,Severobaykalsk,RU,5/13/2020 19:43,55.65,109.32,30.07,88,0,6.2
552,Aztec,US,5/13/2020 19:43,36.82,-107.99,75,10,1,17.18
553,Sacele,RO,5/13/2020 19:43,45.62,25.69,46.99,68,15,17
554,Jining,CN,5/13/2020 19:43,35.41,116.58,67.46,58,100,10.31
555,Brownsville,US,5/13/2020 19:40,25.9,-97.5,89.6,52,90,18.34
556,Camacha,PT,5/13/2020 19:43,33.08,-16.33,60.8,82,40,25.28
557,Tecoanapa,MX,5/13/2020 19:43,16.52,-98.75,88.23,55,19,12.03
558,Nago,JP,5/13/2020 19:43,26.59,127.98,69.8,93,1,5.82
559,Byron Bay,AU,5/13/2020 19:43,-28.65,153.62,57.99,93,38,3.36
560,Liverpool,GB,5/13/2020 19:43,53.41,-2.98,50,39,44,13.87
561,Kualakapuas,ID,5/13/2020 19:43,-3.01,114.39,80.6,88,90,3.36
562,Aban,RU,5/13/2020 19:43,56.67,96.06,35.78,94,100,13.22
563,Lukulu,ZM,5/13/2020 19:43,-14.37,23.24,62.58,41,14,3.4
564,Glendive,US,5/13/2020 19:43,47.11,-104.71,53.6,71,90,6.93
565,Springbok,ZA,5/13/2020 19:43,-29.66,17.89,52.5,44,0,4.94
566,Moose Factory,CA,5/13/2020 19:44,51.26,-80.61,53.6,18,1,14.99
567,Agadir,MA,5/13/2020 19:44,30.42,-9.6,64.4,68,40,17.22
568,Elko,US,5/13/2020 19:44,41,-115.5,59,24,40,13.87
569,Maragheh,IR,5/13/2020 19:44,37.39,46.24,59.68,46,2,5.37
570,Samfya,ZM,5/13/2020 19:44,-11.36,29.56,71.65,60,84,6.55
571,Pudozh,RU,5/13/2020 19:44,61.81,36.53,31.3,97,93,4.03
572,Cajazeiras,BR,5/13/2020 19:40,-6.89,-38.56,79.63,78,26,3.2
573,Troy,US,5/13/2020 19:44,42.61,-83.15,60.01,28,1,4.7
574,Pascagoula,US,5/13/2020 19:44,30.37,-88.56,84.99,62,20,16.11
575,Muskegon,US,5/13/2020 19:42,43.3,-86.13,64.4,23,1,10.29
576,Batticaloa,LK,5/13/2020 19:44,7.71,81.69,81.3,81,9,3.74
577,Adelanto,US,5/13/2020 19:44,34.58,-117.41,71.01,27,5,10.29
